sqft,bedrooms,bathrooms,year_built,price,age
2126,3,2.5,1967,185000,59
1223,2,2.5,2005,147400,21
1392,3,1.5,1957,166000,69
1200,2,2.5,2005,151000,21
1829,3,2.5,2003,237000,23
1516,3,1.5,1964,167000,62
1144,3,1.0,1961,139950,65
1067,2,2.0,1950,128000,76
1559,2,1.0,1948,153500,78
987,2,1.5,1973,100000,53
1099,3,1.5,1995,144000,31
1200,3,1.0,1946,130500,80
1482,4,2.0,1925,140000,101
1539,3,2.0,1904,157500,122
1165,3,1.5,1966,174900,60
1800,6,2.0,1961,141000,65
1416,4,1.5,1915,153900,111
1701,3,2.0,1975,171000,51
1775,3,2.5,1993,213000,33
864,3,1.0,1972,133500,54
2358,5,3.0,1908,240000,118
1855,3,2.5,1976,187000,50
848,1,1.0,2003,131500,23
1456,2,2.0,2003,215000,23
1646,4,2.0,1941,164000,85
1445,3,1.5,1964,158000,62
1779,3,1.5,1955,170000,71
1040,3,1.5,1962,127000,64
1026,3,1.0,1978,147000,48
1481,3,2.5,1994,174000,32
1370,3,2.0,1976,152000,50
2654,4,2.5,1968,250000,58
1426,3,1.5,1918,189950,108
1039,3,1.5,1965,131500,61
1097,3,2.0,1984,152000,42
1148,3,1.0,1959,132500,67
1372,3,2.0,2007,250580,19
1002,3,1.0,1970,148500,56
1646,3,2.0,2006,248900,20
1120,3,1.5,1961,129000,65
2320,2,2.0,1948,169000,78
1949,3,2.5,1993,236000,33
894,2,1.0,1962,109500,64
1682,3,2.5,1998,200500,28
910,3,1.0,1953,116000,73
1268,3,1.0,1949,133000,77
1131,3,1.5,1941,66500,85
2610,4,2.5,2007,303477,19
1040,3,1.0,1963,132250,63
2224,4,2.5,2004,350000,22
1155,3,1.0,1961,148000,65
864,3,1.0,1978,136500,48
1090,2,1.5,2005,157000,21
1717,3,2.5,1990,187500,36
1593,3,2.5,1992,178000,34
2230,5,1.0,1912,118500,114
892,3,1.0,1967,100000,59
1709,2,2.0,1999,328900,27
1712,4,2.0,1959,145000,67
1393,3,1.5,1955,135500,71
2217,4,2.0,1970,268000,56
1505,2,1.0,1953,149500,73
924,3,1.0,1949,122900,77
1683,3,2.5,1978,172500,48
1068,3,1.0,1963,154500,63
1383,3,1.0,1954,165000,72
1535,4,2.0,1979,118858,47
1796,4,1.5,1963,140000,63
951,2,1.0,1936,106500,90
2240,6,2.0,1979,142953,47
2364,2,2.5,2009,611657,17
1236,3,1.0,1961,135000,65
858,2,1.0,1971,110000,55
1306,2,1.0,1957,153000,69
1509,3,2.5,2003,180000,23
1670,3,2.0,2006,240000,20
902,3,1.0,1967,125500,59
1063,3,1.0,1954,128000,72
1636,3,2.0,2006,255000,20
2057,3,1.5,1936,250000,90
902,2,1.0,1983,131000,43
1484,3,2.5,2005,174000,21
2274,5,2.0,1960,154300,66
1268,3,1.5,1977,143500,49
1015,3,1.0,1925,88000,101
2002,4,2.0,1949,145000,77
1224,2,2.5,2009,173733,17
1092,3,1.5,1970,75000,56
480,1,0.0,1949,35311,77
1229,3,1.0,1956,135000,70
2127,4,2.5,1991,238000,35
1414,3,1.0,1958,176500,68
1721,3,2.5,1994,201000,32
2200,4,3.0,1900,145900,126
1316,3,2.0,2005,169990,21
1617,2,2.0,1993,193000,33
1686,3,2.0,1980,207500,46
1126,3,2.0,1977,175000,49
2374,4,2.5,2003,285000,23
1978,4,2.5,1968,176000,58
1788,3,2.0,2001,236500,25
2236,4,2.5,1997,222000,29
1466,3,2.0,2007,201000,19
925,2,1.0,1965,117500,61
1905,3,2.0,2006,320000,20
1500,3,2.0,2004,190000,22
2069,4,2.0,1960,242000,66
747,1,1.0,1926,79900,100
1200,2,2.0,2003,184900,23
1971,3,2.5,2005,253000,21
1962,3,2.5,2006,239799,20
2403,4,2.0,1940,244400,86
1728,4,2.0,1976,150900,50
2060,3,2.5,1999,214000,27
1440,4,2.0,1977,150000,49
1632,4,2.0,1967,143000,59
1344,3,1.0,1958,137500,68
1869,2,1.0,1890,124900,136
1144,3,1.0,1959,143000,67
1629,3,2.0,2002,270000,24
1776,3,2.5,2002,192500,24
1381,3,1.5,1972,197500,54
864,3,1.0,1950,129000,76
965,3,1.0,1965,119900,61
768,2,1.0,1972,133900,54
1968,4,2.5,1969,172000,57
980,4,2.0,1975,127500,51
1958,4,2.0,1946,145000,80
1229,2,1.5,1980,124000,46
1057,3,1.0,1962,132000,64
1337,3,2.0,2003,185000,23
1416,3,2.5,1999,155000,27
858,2,1.0,1958,116500,68
2872,4,2.5,1977,272000,49
1548,3,2.5,1976,155000,50
1800,2,2.0,2007,239000,19
1894,4,2.5,2002,214900,24
1484,3,2.5,2005,178900,21
1308,2,1.5,1940,160000,86
1098,3,1.0,1955,135000,71
968,2,1.0,1910,37900,116
1095,2,1.0,1958,140000,68
1192,4,1.5,1949,135000,77
1626,2,2.0,2003,173000,23
918,2,2.0,1979,99500,47
1428,3,2.0,2007,182000,19
2019,3,1.0,1910,167500,116
1382,3,2.5,2000,165000,26
869,2,1.0,1923,85500,103
1241,1,1.5,2006,199900,20
894,3,1.0,1954,110000,72
1121,3,1.0,1963,139000,63
999,3,1.0,1961,178400,65
2612,4,2.5,1998,336000,28
1266,2,2.0,2007,159895,19
2290,4,2.5,2002,255900,24
1734,4,2.0,1977,126000,49
1164,3,1.0,1950,125000,76
1635,2,1.0,1910,117000,116
1940,3,2.5,2009,395192,17
2030,4,2.5,1976,195000,50
1576,3,2.5,2006,197000,20
2392,3,2.5,1997,348000,29
1742,4,1.5,1882,168000,144
1851,3,2.5,1964,187000,62
1500,3,2.5,2005,173900,21
1718,3,2.0,2006,337500,20
1230,3,1.5,1946,121600,80
1050,3,1.0,1961,136500,65
1442,2,2.0,1970,185000,56
1077,3,1.0,1922,91000,104
1208,2,2.0,2006,206000,20
944,2,1.0,1952,82000,74
691,2,1.0,1920,86000,106
1574,3,2.0,2006,232000,20
1680,4,2.0,1976,136905,50
1504,1,2.0,2005,181000,21
985,3,2.0,1977,149900,49
1657,3,2.0,1970,163500,56
1092,3,1.5,1970,88000,56
1710,3,2.0,2004,240000,22
1522,4,2.0,1926,102000,100
1271,4,2.0,1948,135000,78
1664,4,2.0,1965,100000,61
1502,3,1.5,1923,165000,103
1022,2,1.0,1910,85000,116
1082,2,1.0,1948,119200,78
1665,3,2.5,2001,227000,25
1504,3,2.0,1996,203000,30
1360,1,1.0,1984,187500,42
1472,3,2.5,1991,160000,35
1506,2,2.0,2005,213490,21
1132,2,1.5,2005,176000,21
1220,2,2.0,2006,194000,20
1248,2,1.0,1930,87000,96
1504,2,2.0,2005,191000,21
2898,2,2.0,1976,287000,50
882,3,1.0,1972,112500,54
1264,3,1.0,1960,167500,66
1646,3,2.0,2007,293077,19
1376,3,1.0,1941,105000,85
1218,3,1.5,1972,118000,54
1928,5,2.0,1916,160000,110
3082,5,2.5,1920,197000,106
2520,5,2.5,1993,310000,33
1654,3,2.0,2002,230000,24
954,2,1.0,1938,119750,88
845,3,1.0,1957,84000,69
1620,2,2.0,2007,315500,19
2263,3,2.5,2001,287000,25
1344,3,1.5,1970,97000,56
630,1,1.0,1970,80000,56
1803,3,2.0,1957,155000,69
1632,4,1.5,1966,173000,60
1306,1,2.0,2005,196000,21
2329,4,2.5,1990,262280,36
2524,4,2.5,1981,278000,45
1733,4,2.0,1955,139600,71
2868,4,3.5,2005,556581,21
990,3,1.0,1994,145000,32
1771,3,1.0,1960,115000,66
930,2,1.0,1946,84900,80
1302,3,2.0,2007,176485,19
1316,3,2.0,2007,200141,19
1977,4,1.5,1964,165000,62
1526,4,1.0,1957,144500,69
1989,3,2.5,2002,255000,24
1523,3,2.0,1976,180000,50
1364,2,2.0,2005,185850,21
1850,3,2.5,1994,248000,32
2184,3,2.5,2008,335000,18
1991,3,1.5,1932,220000,94
1338,2,2.0,2001,213500,25
894,2,1.0,1935,81000,91
2337,5,2.0,1900,90000,126
1103,2,1.0,1925,110500,101
1154,3,1.5,1966,154000,60
2260,3,2.5,1996,328000,30
1571,3,2.5,1993,178000,33
1611,4,1.5,1964,167900,62
2521,5,2.5,1973,151400,53
893,2,1.0,1949,135000,77
1048,3,1.0,1956,135000,70
1556,4,1.5,1968,154000,58
1456,4,1.0,1948,91500,78
1426,3,1.5,1977,159500,49
1240,2,2.0,2006,194000,20
1740,3,1.5,1940,219500,86
1466,3,2.0,1936,170000,90
1096,3,1.0,1969,138800,57
848,1,1.0,2004,155900,22
990,3,1.0,1994,126000,32
1258,3,2.0,1971,145000,55
1040,3,1.5,1963,133000,63
1459,3,2.0,2002,192000,24
1251,3,1.0,1964,160000,62
1498,3,2.5,1995,187500,31
996,2,1.0,1992,147000,34
1092,3,1.5,1973,83500,53
1953,3,2.5,2005,252000,21
1709,3,2.0,2004,137500,22
1247,1,1.5,2005,197000,21
1040,2,2.0,1950,92900,76
1252,2,2.5,1999,160000,27
1694,4,2.0,1925,136500,101
1200,1,1.5,1965,146000,61
936,2,1.0,1956,129000,70
1314,3,2.0,2006,176432,20
1355,3,1.5,1914,127000,112
1088,2,1.5,1986,170000,40
1324,3,1.0,1936,128000,90
1601,3,2.0,1978,157000,48
438,1,1.0,1920,60000,106
950,3,1.0,1971,119500,55
1134,2,1.0,1960,135000,66
1194,3,1.0,1959,159500,67
1302,3,2.5,1970,106000,56
2622,3,2.5,1994,325000,32
1442,3,2.0,1990,179900,36
2021,3,2.5,2006,274725,20
1690,3,2.5,2000,181000,26
1836,3,2.0,2004,280000,22
1658,3,2.5,1995,188000,31
1964,4,2.5,1976,205000,50
816,2,1.0,1957,129900,69
1008,2,1.0,1953,134500,73
833,2,1.0,1954,117000,72
1734,3,2.0,2007,318000,19
1419,3,2.5,2002,184100,24
894,3,1.0,1967,130000,59
1601,3,1.0,1958,140000,68
1040,3,1.0,1959,133700,67
1012,2,1.0,1920,118400,106
1552,3,2.0,2005,212900,21
960,3,1.0,1956,112000,70
698,2,1.0,1947,118000,79
1482,3,2.5,1992,163900,34
1005,2,1.0,1955,115000,71
1555,2,2.0,2007,174000,19
1530,3,2.0,2004,259000,22
1959,4,2.5,2004,215000,22
936,2,1.0,1980,140000,46
1981,4,2.0,1928,135000,98
974,3,1.0,1991,93500,35
2210,5,2.0,1880,117500,146
2020,3,2.5,1995,239500,31
1600,3,2.5,1997,169000,29
986,2,1.0,1926,102000,100
1252,3,1.0,1950,119000,76
1020,2,1.0,1875,94000,151
1567,2,2.0,1977,196000,49
1167,3,1.0,1920,144000,106
952,2,1.0,1951,139000,75
1868,4,2.5,1976,197500,50
2828,4,3.0,2006,424870,20
1006,3,1.0,1959,80000,67
924,2,1.0,1941,80000,85
1576,3,1.0,1928,149000,98
1298,3,2.0,1985,180000,41
1564,3,1.5,1941,174500,85
1111,2,1.0,1926,116900,100
1482,3,1.0,1920,143000,106
932,2,1.0,1950,124000,76
1466,3,1.5,1959,149900,67
1811,2,1.0,1956,230000,70
816,2,1.0,1930,120500,96
1820,4,2.0,1965,201800,61
1437,3,2.0,1976,218000,50
1265,3,2.0,1965,179900,61
1314,2,2.0,2007,230000,19
1580,3,2.0,2007,235128,19
1876,4,2.5,1974,185000,52
1456,3,2.5,1978,146000,48
1640,3,1.0,1954,224000,72
894,3,1.0,1968,129000,58
1258,0,1.0,1969,108959,57
1432,2,1.5,1978,194000,48
1502,3,2.0,2009,233170,17
1694,3,2.0,2008,245350,18
1671,3,2.5,2000,173000,26
2108,4,2.0,1935,235000,91
3627,4,3.5,1995,625000,31
1118,3,1.0,1977,171000,49
1261,3,1.0,1958,163000,68
1250,2,2.5,2006,171900,20
3086,3,3.0,1946,200500,80
2345,4,2.5,1932,239000,94
2872,4,2.5,1992,285000,34
923,3,1.0,1984,119500,42
1224,3,1.0,1926,115000,100
1343,3,1.5,1921,154900,105
1124,3,1.0,1954,93000,72
2514,4,2.5,1990,250000,36
1652,2,2.0,2008,392500,18
4476,4,3.5,1996,745000,30
1130,2,1.0,1920,120000,106
1572,3,1.5,1963,186700,63
1221,4,1.0,1924,104900,102
1699,3,2.0,1900,95000,126
1624,2,2.0,1994,262000,32
1660,3,2.5,2002,195000,24
1804,3,2.5,1999,189000,27
1622,3,1.0,1961,168000,65
1441,2,2.5,1999,174000,27
1472,3,1.0,1925,125000,101
1224,2,2.0,1999,165000,27
1352,4,1.5,1969,158000,57
1456,3,2.5,2005,176000,21
1863,4,2.5,2006,219210,20
1690,3,1.0,1916,144000,110
1212,3,2.0,2001,178000,25
1382,3,1.5,1963,148000,63
864,3,1.0,1970,116050,56
1779,3,2.5,1998,197900,28
1348,3,1.0,1925,117000,101
1630,3,2.0,2000,213000,26
1074,3,1.5,1975,153500,51
2196,3,2.0,1990,271900,36
1056,2,1.0,1966,107000,60
1700,3,2.0,2003,200000,23
1283,3,1.0,1962,140000,64
1660,3,2.0,2006,290000,20
1845,3,2.5,1992,189000,34
1752,4,2.0,1988,164000,38
672,2,1.0,1941,113000,85
960,0,0.0,1965,145000,61
999,3,1.0,1962,134500,64
894,3,1.0,1966,125000,60
1902,4,2.0,1978,112000,48
1314,3,2.0,2009,229456,17
912,2,1.0,1947,80500,79
1218,3,1.5,1971,91500,55
912,2,1.0,1964,115000,62
1211,3,1.0,1968,134000,58
1846,3,2.0,1949,143000,77
2136,4,2.0,1951,137900,75
1490,3,2.5,2004,184000,22
1138,3,1.0,1958,145000,68
1933,4,2.5,2007,214000,19
912,2,1.0,1965,147000,61
1702,1,1.5,2008,367294,18
1507,4,2.0,1960,127000,66
2620,4,3.0,1977,190000,49
1190,3,1.0,1962,132500,64
1224,2,2.0,1962,101800,64
1188,3,1.0,1959,142000,67
1964,4,1.5,1911,130000,115
1784,4,1.5,1914,138887,112
1626,2,2.5,2003,175500,23
1948,4,2.5,2004,195000,22
1141,3,1.5,2005,142500,21
1484,2,2.0,2006,265900,20
1768,3,2.5,2003,224900,23
1689,3,2.0,2007,248328,19
1173,3,2.0,1974,170000,52
2076,2,2.5,2006,465000,20
1517,3,1.0,1929,230000,97
1868,3,3.5,1984,178000,42
1553,3,2.5,2005,186500,21
1034,3,1.0,1976,169900,50
2058,3,1.5,1917,129500,109
988,3,1.0,1950,119000,76
2110,3,2.5,1968,244000,58
1405,2,2.0,2003,171750,23
874,3,1.0,1968,130000,58
2167,3,2.5,1974,294000,52
1656,3,2.5,2003,165400,23
1367,3,1.0,1931,127500,95
1987,2,2.0,1994,301500,32
864,2,1.0,1922,99900,104
1166,2,2.0,2005,190000,21
1054,3,1.5,1969,151000,57
1675,3,2.5,1999,181000,27
1050,2,1.0,1956,128900,70
1788,5,1.0,1957,161500,69
1824,3,1.0,1919,180500,107
1337,2,2.0,1998,181000,28
1452,3,2.5,1999,183900,27
1889,4,1.5,1910,122000,116
2018,3,2.0,2008,378500,18
3447,4,3.5,1935,381000,91
1524,3,1.5,1958,144000,68
1524,0,0.5,1979,260000,47
1489,3,2.0,1968,185750,58
935,3,1.0,1965,137000,61
1357,2,1.0,1959,177000,67
1250,3,2.0,1910,139000,116
1920,4,2.0,1948,137000,78
1395,3,1.5,1972,162000,54
1724,3,1.5,1967,197900,59
2031,3,2.5,2002,237000,24
1128,2,1.0,1920,68400,106
1573,3,2.0,2002,227000,24
1339,2,2.0,1990,180000,36
1040,3,2.0,1977,150500,49
1824,4,3.0,1971,139000,55
2447,4,2.0,1919,169000,107
1412,4,1.0,1939,132500,87
1328,3,1.5,1963,143000,63
1582,4,2.0,1964,190000,62
1659,2,2.0,2000,278000,26
1970,3,2.5,2006,281000,20
1152,3,1.0,1964,180500,62
1302,3,2.5,1972,119500,54
2372,4,2.0,1892,107500,134
1664,4,2.5,1976,162900,50
864,2,1.0,1955,115000,71
1052,3,1.5,1968,138500,58
1128,3,2.0,1963,155000,63
1072,2,2.0,2005,140000,21
5642,3,2.5,2008,160000,18
1246,3,1.5,1959,154000,67
1983,3,2.5,1999,225000,27
1494,3,1.0,1942,177500,84
2526,4,2.5,1994,290000,32
1616,3,2.0,2005,232000,21
1708,3,2.0,2004,130000,22
1652,2,2.0,2006,325000,20
1368,2,2.0,2005,202500,21
990,3,1.0,1994,138000,32
1122,2,1.0,1948,147000,78
1294,3,2.0,1991,179200,35
1902,3,2.0,1959,335000,67
1274,3,2.0,2005,203000,21
2810,4,2.5,1990,302000,36
2599,4,2.5,1999,333168,27
948,3,1.0,1954,119000,72
2112,4,2.5,1969,206900,57
1630,3,2.0,2008,295493,18
1352,2,2.0,2006,208900,20
1787,3,2.0,2001,275000,25
948,3,1.0,1954,111000,72
1478,3,1.5,1957,156500,69
720,2,1.0,1949,72500,77
1923,3,2.5,1992,190000,34
708,2,1.0,1940,82500,86
1795,2,2.0,2006,147000,20
796,2,1.0,1922,55000,104
774,3,1.0,1931,79000,95
816,3,1.0,1982,130500,44
2792,5,2.0,1920,256000,106
1632,3,2.5,1998,176500,28
1588,3,2.0,2006,227000,20
954,3,1.0,1976,132500,50
816,2,1.0,1938,100000,88
1360,2,1.5,1938,125500,88
1365,3,1.5,1970,125000,56
1334,2,2.0,1977,167900,49
1656,4,2.0,1973,135000,53
693,2,1.0,1941,52500,85
1861,3,2.5,2002,200000,24
864,3,1.0,1972,128500,54
872,3,1.0,1971,123000,55
1114,3,1.0,2003,155000,23
2169,3,2.5,2002,228500,24
1913,3,1.5,1928,177000,98
1456,3,2.5,2006,155835,20
960,2,1.0,1920,108500,106
2156,3,2.0,1968,262500,58
1776,3,2.0,2006,283463,20
1494,3,2.0,1998,215000,28
2358,4,2.0,1872,122000,154
2634,6,3.0,1969,200000,57
1716,4,1.5,1962,171000,64
1176,2,1.0,1937,134900,89
3238,4,2.5,1995,410000,31
1865,3,2.5,2000,235000,26
1920,4,3.0,1968,170000,58
892,3,1.0,1966,110000,60
1078,3,1.5,1971,149900,55
1573,3,2.5,2000,177500,26
1980,3,2.0,2004,315000,22
2601,4,3.5,1921,189000,105
1530,3,2.0,2005,260000,21
1738,4,2.0,1920,104900,106
1412,3,2.5,2006,156932,20
1200,2,2.5,2005,144152,21
1674,3,2.5,2000,216000,26
1790,3,2.5,1999,193000,27
1475,4,2.0,1977,127000,49
848,1,1.0,2003,144000,23
1668,3,2.0,2003,232000,23
1374,2,1.0,1920,105000,106
1661,3,1.0,1955,165500,71
2097,3,2.5,1998,274300,28
2633,2,2.5,2001,466500,25
1958,3,2.5,2005,250000,21
1571,3,2.0,2007,239000,19
790,2,1.0,1930,91000,96
1604,3,2.0,1941,117000,85
987,2,1.5,1973,83000,53
1394,3,2.5,2006,167500,20
864,2,1.0,1914,58500,112
2117,4,2.5,1970,237500,56
1762,4,1.5,1920,157000,106
1416,3,2.0,1918,112000,108
1258,2,1.0,1939,105000,87
1154,3,1.0,1922,125500,104
2784,5,3.5,1978,250000,48
2526,5,2.0,1916,136000,110
1746,3,2.0,2006,377500,20
1218,3,1.0,1941,131000,85
1525,3,2.0,2000,235000,26
1584,4,2.0,1967,124000,59
900,3,1.0,1967,123000,59
1912,3,2.0,1905,163000,121
1500,2,2.0,2006,246578,20
2482,4,2.5,2005,281213,21
1687,3,1.0,1948,160000,78
1513,4,1.5,1920,137500,106
1904,3,1.5,1950,138000,76
1608,3,2.5,1925,137450,101
1158,3,1.0,1929,120000,97
1593,3,2.5,2004,193000,22
1294,2,2.0,2006,193879,20
1464,3,2.0,2007,282922,19
1214,3,1.0,1915,105000,111
1646,2,2.0,2004,275000,22
768,2,1.0,1972,133000,54
833,3,1.0,1985,112000,41
1363,3,1.0,1910,125500,116
2093,3,2.5,1986,215000,40
1840,3,2.5,2001,230000,25
1668,3,1.5,1950,140000,76
1040,2,2.0,1949,90000,77
1844,2,2.0,2005,257000,21
1848,4,1.5,1923,207000,103
1569,1,2.0,2007,175900,19
2290,4,2.0,1885,122500,141
2450,3,2.5,1998,340000,28
1144,3,1.5,1963,124000,63
1844,3,2.0,1969,223000,57
1416,3,2.5,1968,179900,58
1069,2,2.0,1977,127500,49
848,1,1.0,2003,136500,23
2201,4,2.0,1966,274970,60
1344,2,1.0,1958,144000,68
1252,3,1.0,1959,142000,67
2127,3,2.5,1994,271000,32
1558,3,1.5,1945,140000,81
804,2,1.0,1940,119000,86
1440,3,2.0,1981,182900,45
1838,4,2.5,2005,192140,21
958,2,2.0,1976,143750,50
968,4,2.0,1927,64500,99
1792,3,2.5,2000,186500,26
1126,3,2.0,1977,160000,49
1537,3,1.5,1962,174000,64
864,3,1.0,1971,120500,55
1932,2,2.0,2008,394617,18
1236,2,1.0,1957,149700,69
1725,3,2.5,1979,197000,47
2555,3,2.0,1922,191000,104
848,1,1.0,2004,149300,22
2007,3,2.5,2008,310000,18
952,2,1.0,1916,121000,110
1422,3,2.0,2004,179600,22
913,3,1.0,1966,129000,60
1188,3,1.0,1962,157900,64
2090,3,2.5,1995,240000,31
1346,2,1.5,1910,112000,116
630,1,1.0,1970,92000,56
1792,4,3.0,1974,136000,52
1578,3,2.0,2008,287090,18
1072,2,1.0,2005,145000,21
1140,3,1.0,2006,84500,20
1221,2,2.0,2004,185000,22
1647,3,2.5,1999,175000,27
2073,3,2.0,1978,210000,48
2340,4,2.0,1941,266500,85
1078,2,1.0,1950,142125,76
1256,3,1.5,1965,147500,61
